SYMBOL,NAME,INDUSTRY,MARKET_CAP
CWT,California Water Service Group,Water Utilities,3324956397
CX,CEMEX,Construction Materials,6672237054
CXDO,Crexendo,IT Services,68851310
CXM,Sprinklr,Software-Application,3247526911
CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1160899451
CYAD,Celyad Oncology,Biotechnology,46543640
CYAN,Cyanotech,Personal Products,16873898
CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,394231089
CYBN,Cybin,Biotechnology,142298383
CYBR,CyberArk Software,Software,5927885680
CYCC,Cyclacel Pharmaceuticals,Biotechnology,16791581
CYCN,Cyclerion Therapeutics,Biotechnology,42610204
CYD,China Yuchai International,Machinery,360370206
CYH,Community Health Systems,Health Care Providers & Services,509215102
CYN,Cyngn,Software-Application,41297619
CYRN,Cyren,Software,13885619
CYRX,CryoPort,Health Care Equipment & Supplies,2114155236
CYT,Cyteir Therapeutics,Biotechnology,88887631
CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,19358062
CYTK,Cytokinetics,Biotechnology,4657308627
CYTO,Altamira Therapeutics,Biotechnology,7165802
CYXT,Cyxtera Technologies,Information Technology Services,2124942840
CZNC,Citizens & Northern,Banks,382524639
CZOO,Cazoo Group,Auto & Truck Dealerships,703654399
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",10577190905
CZWI,Citizens Community Bancorp,Banks,140791434
D,Dominion Energy,Multi-Utilities,68065443808
DAC,Danaos,Marine,1569567301
DADA,Dada Nexus,Internet & Direct Marketing Retail,1775089146
DAIO,Data I/O,"Electronic Equipment, Instruments & C...",30849980
DAKT,Daktronics,"Electronic Equipment, Instruments & C...",181936543
DAL,Delta Air Lines,Airlines,21775083502
DALN,DallasNews,Media,35915207
DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,249318000
DAN,Dana Incorporated,Auto Components,2426966256
DAO,Youdao,Diversified Consumer Services,641182204
DAOO,Crypto 1 Acquisition,Blank Check / SPAC,286350009
DAR,Darling Ingredients,Food Products,12165820375
DARE,Dare Bioscience,Health Care Equipment & Supplies,100088654
DASH,DoorDash,Internet & Direct Marketing Retail,30071771122
DATS,DatChat,Software-Application,23908828
DAVA,Endava,IT Services,6178388883
DAVE,Dave Inc.,Software-Application,321026303
DAWN,Day One Biopharmaceuticals,Biotechnology,1799796974
DB,Deutsche Bank AG,Capital Markets,18622111735
DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",362894558
DBGI,Digital Brands Group,Apparel Retail,9200110
DBI,Designer Brands,Specialty Retail,1300832369
DBRG,DigitalBridge Group,REIT-Diversified,3636544507
DBTX,Decibel Therapeutics,Biotechnology,108096276
DBVT,DBV Technologies,Biotechnology,501527486
DBX,Dropbox,Software,9057752044
DCBO,Docebo,Software-Application,1204855030
DCFC,Tritium DCFC,Electrical Equipment & Parts,1090029308
DCGO,DocGo,Medical Care Facilities,984993720
DCI,Donaldson Company,Machinery,6873123816
DCO,Ducommun,Aerospace & Defense,579731054
DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1325434750
DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",7322648548
DCPH,Deciphera Pharmaceuticals,Biotechnology,1053784564
DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,393730752
DCT,Duck Creek Technologies,Software,1865273970
DCTH,Delcath Systems,Medical Devices,38689560
DD,DuPont de Nemours,Chemicals,31146088411
DDD,3D Systems,"Technology Hardware, Storage & Periph...",1579005695
DDI,DoubleDown Interactive Co.,Electronic Gaming & Multimedia,443502903
DDL,Dingdong (Cayman),Grocery Stores,923308478
DDOG,Datadog,Software,36321673142
DDS,Dillard's,Multiline Retail,5129946075
DE,Deere & Company,Machinery,1.10616E+11
DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3344449518
DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",8730024891
DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,4674995693
DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",35201056752
DEN,Denbury,"Oil, Gas & Consumable Fuels",3925070546
DENN,Denny's,"Hotels, Restaurants & Leisure",577558141
DEO,Diageo,Beverages,1.07018E+11
DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,68802318
DESP,Despegar.com,Internet & Direct Marketing Retail,565007546
DFFN,Diffusion Pharmaceuticals,Biotechnology,14393285
DFH,Dream Finders Homes,Residential Construction,1191951865
DFIN,Donnelley Financial Solutions,Capital Markets,1273640575
DFS,Discover Financial Services,Consumer Finance,29641787380
DG,Dollar General,Multiline Retail,57173729100
DGHI,Digihost Technology,Software-Application,39313975
DGICA,Donegal Group,Insurance,479414877
DGICB,Donegal Group,Insurance,524036509
DGII,Digi International,Communications Equipment,1177351161
DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",42149760
DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,525963094
DGX,Quest Diagnostics,Health Care Providers & Services,16391306122
DH,Definitive Healthcare,Health Information Services,2331855339
DHAC,Digital Health Acquisition,Blank Check / SPAC,150365229
DHBC,DHB Capital,Blank Check / SPAC,354343740
DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,451942494
DHCA,DHC Acquisition,Blank Check / SPAC,380430585
DHHC,DiamondHead Holdings,Blank Check / SPAC,425643740
DHI,D.R. Horton,Household Durables,27346753519
DHIL,Diamond Hill Investment Group,Capital Markets,560895470
DHR,Danaher,Health Care Equipment & Supplies,2.11817E+11
DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",1291024252
DHX,DHI Group,Interactive Media & Services,250753789
DIBS,1stdibs.com,Internet Retail,270012414
DICE,DICE Therapeutics,Biotechnology,786376701
DILA,DILA Capital Acquisition,Blank Check / SPAC,75036842
DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1139239107
DINO,HF Sinclair,"Oil, Gas & Consumable Fuels",10980979704
DIOD,Diodes,Semiconductors & Semiconductor Equipment,3650759629
DIS,The Walt Disney Company,Entertainment,2.1437E+11
DISA,Disruptive Acquisition I,Blank Check / SPAC,338593759
DISH,DISH Network,Media,10261393399
DIT,AMCON Distributing Company,Distributors,130992736
DJCO,Daily Journal,Media,371559825
DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1990403558
DKDCA,Data Knights Acquisition,Blank Check / SPAC,154239662
DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",2394261965
DKNG,DraftKings Holdings,"Hotels, Restaurants & Leisure",8316042747
DKS,Dick's Sporting Goods,Specialty Retail,8464224187
DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",147219051
DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7725237719
DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,256033134
DLHC,DLH Holdings,Professional Services,222286277
DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",123655392
DLO,DLocal,Software-Infrastructure,8747580407
DLPN,Dolphin Entertainment,Entertainment,47759800
DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,37897015242
DLTH,Duluth Holdings,Internet & Direct Marketing Retail,320253120
DLTR,Dollar Tree,Multiline Retail,37134823404
DLX,Deluxe,Commercial Services & Supplies,991392753
DM,Desktop Metal,Computer Hardware,997201149
DMAC,DiaMedica Therapeutics,Biotechnology,50241886
DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,164824985
DMLP,Dorchester Minerals,"Oil, Gas & Consumable Fuels",1078573798
DMRC,Digimarc,Software,387231853
DMS,Digital Media Solutions,Advertising Agencies,84054166
DMTK,DermTech,Biotechnology,188350173
DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,295837500
DNA,Ginkgo Bioworks Holdings,Biotechnology,6060024319
DNAB,Social Capital Suvretta Holdings II,Blank Check / SPAC,310289700
DNAD,Social Capital Suvretta Holdings IV,Blank Check / SPAC,312043513
DNAY,Codex DNA,Medical Devices,65235222
DNB,Dun & Bradstreet Holdings,Professional Services,6992840186
DNLI,Denali Therapeutics,Biotechnology,4746430963
DNMR,Danimer Scientific,Chemicals,486632509
DNN,Denison Mines,"Oil, Gas & Consumable Fuels",990233727
DNOW,NOW Inc.,Trading Companies & Distributors,1250399223
DNUT,Krispy Kreme,Grocery Stores,2422460415
DNZ,D & Z Media Acquisition,Blank Check / SPAC,354703134
DOC,Physicians Realty Trust,Equity Real Estate Investment Trusts ...,4264424185
DOCN,DigitalOcean Holdings,Software-Infrastructure,4851791857
DOCS,Doximity,Health Information Services,7401899505
DOCU,DocuSign,Software,14463947730
DOGZ,Dogness (International),"Textiles, Apparel & Luxury Goods",69515511
DOLE,Dole plc,Farm Products,886157689
DOMA,Doma Holdings,Shell Companies,304642943
DOMO,"Domo, Inc.",Software,1118764261
DOOO,BRP Inc.,Leisure Products,6094592997
DOOR,Masonite International,Building Products,2043190326
DORM,Dorman Products,Auto Components,3224284404
DOUG,Douglas Elliman,Real Estate Services,466521915
DOV,Dover,Machinery,19591565199
DOW,Dow Inc.,Chemicals,39685906430
DOX,Amdocs,IT Services,10759554986
DOYU,DouYu International Holdings,Entertainment,377805983
DPCS,DP Cap Acquisition I,Blank Check / SPAC,287500000
DPRO,Draganfly,Aerospace & Defense,32545408
DPZ,Domino's Pizza,"Hotels, Restaurants & Leisure",14502245058
DQ,Daqo New Energy,Semiconductors & Semiconductor Equipment,5269873107
DRAY,Macondray Capital Acquisition I,Blank Check / SPAC,357578105
DRD,DRDGOLD,Metals & Mining,545672767
DRE,Duke Realty,Equity Real Estate Investment Trusts ...,24642736100
DRH,DiamondRock Hospitality Company,Equity Real Estate Investment Trusts ...,2053402748
DRI,Darden Restaurants,"Hotels, Restaurants & Leisure",15963592618
DRIO,DarioHealth,Health Care Equipment & Supplies,159791386
DRMA,Dermata Therapeutics,Biotechnology,5671965
DRQ,Dril-Quip,Energy Equipment & Services,818786298
DRRX,DURECT,Pharmaceuticals,159434800
DRTS,Alpha Tau Medical,Biotechnology,724527879
DRTT,DIRTT Environmental Solutions,Building Products,68616767
DRUG,Bright Minds Biosciences,Biotechnology,11871900
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,5233655781
DS,Drive Shack,"Hotels, Restaurants & Leisure",130262847
DSAQ,Direct Selling Acquisition,Blank Check / SPAC,290087510
DSEY,Diversey Holdings,Personal Services,2104479739
DSGN,Design Therapeutics,Biotechnology,1285255913
DSGR,Distribution Solutions Group,Trading Companies & Distributors,952595901
DSGX,The Descartes Systems Group,Software,6022754773
DSKE,Daseke,Road & Rail,444536379
DSP,Viant Technology,Software-Application,335508445
DSS,"DSS, Inc.",Commercial Services & Supplies,54508563
DSWL,Deswell Industries,"Electronic Equipment, Instruments & C...",50992802
DSX,Diana Shipping,Marine,512546685
DT,Dynatrace,Software,12312518614
DTC,Solo Brands,Internet Retail,380404800
DTE,DTE Energy Company,Multi-Utilities,25830821813
DTEA,DAVIDsTEA,Specialty Retail,46807119
DTIL,Precision BioSciences,Biotechnology,180633343
DTM,DT Midstream,Oil & Gas Midstream,5609628145
DTOC,Digital Transformation Opportunities,Blank Check / SPAC,411038710
DTRT,DTRT Health Acquisition,Blank Check / SPAC,290375000
DTSS,Datasea,Software,34297686
DTST,Data Storage,Information Technology Services,18350133
DUK,Duke Energy,Electric Utilities,83549339553
DUNE,Dune Acquisition,Blank Check / SPAC,211096874
DUO,Fangdd Network Group,Interactive Media & Services,14406585
DUOL,Duolingo,Software-Application,4124136413
DUOT,Duos Technologies Group,Software,25538971
DV,DoubleVerify Holdings,Software-Application,4437146614
DVA,DaVita,Health Care Providers & Services,8362166725
DVAX,Dynavax Technologies,Biotechnology,2110851060
DVN,Devon Energy,"Oil, Gas & Consumable Fuels",42208407548
DWAC,Digital World Acquisition,Blank Check / SPAC,1128349673
DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,168366347
DWSN,Dawson Geophysical Company,Energy Equipment & Services,38933110
DX,Dynex Capital,Mortgage Real Estate Investment Trust...,733641791
DXC,DXC Technology Company,IT Services,6048063475
DXCM,DexCom,Health Care Equipment & Supplies,34957156282
DXF,Dunxin Financial Holdings,Diversified Financial Services,10543996
DXLG,Destination XL Group,Specialty Retail,262475422
DXPE,DXP Enterprises,Trading Companies & Distributors,525822902
DXR,Daxor,Health Care Equipment & Supplies,55352507
DXYN,The Dixie Group,Household Durables,27682164
DY,Dycom Industries,Construction & Engineering,3212006880
DYAI,Dyadic International,Biotechnology,74617488
DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,611349374
DYNT,Dynatronics,Health Care Equipment & Supplies,11483126
DZSI,"DZS, Inc.",Communications Equipment,375450548
E,Eni SpA,"Oil, Gas & Consumable Fuels",42724904938
EA,Electronic Arts,Entertainment,36056870801
EAC,Edify Acquisition,Blank Check / SPAC,340515000
EAF,GrafTech International,Electrical Equipment,1775651198
EAR,Eargo,Medical Devices,39779267
EARN,Ellington Residential Mortgage REIT,Mortgage Real Estate Investment Trust...,113793932
EAST,Eastside Distilling,Beverages,9793611
EAT,Brinker International,"Hotels, Restaurants & Leisure",1376610540
EB,Eventbrite,Interactive Media & Services,802290424
EBAC,European Biotech Acquisition,Blank Check / SPAC,161526219
EBAY,eBay Inc.,Internet & Direct Marketing Retail,26682804197
EBC,Eastern Bankshares,Banks,3688153837
EBET,"EBET, INC.",Gambling,38149087
EBF,Ennis,Commercial Services & Supplies,557376054
EBIX,"Ebix, Inc.",Software,764614440
EBMT,Eagle Bancorp Montana,Banks,154299072
EBON,Ebang International Holdings,Computer Hardware,107122855
EBR,Centrais Eletricas Brasileiras,Electric Utilities,21161385977
EBS,Emergent BioSolutions,Biotechnology,1490360175
EBTC,Enterprise Bancorp,Banks,411795648
EC,Ecopetrol,"Oil, Gas & Consumable Fuels",22593570809
ECC,Eagle Point Credit Company,Securities and Commodity Exchanges,461332638
ECL,Ecolab,Chemicals,48770166714
ECOM,ChannelAdvisor,Software,444432989
ECOR,electroCore,Health Care Equipment & Supplies,48220107
ECPG,Encore Capital Group,Consumer Finance,1302686675
ECVT,Ecovyst,Specialty Chemicals,1294927866
ED,Consolidated Edison,Multi-Utilities,34919239594
EDAP,EDAP TMS,Health Care Equipment & Supplies,244971852
EDIT,Editas Medicine,Biotechnology,1243455984
EDN,Empresa Distribuidora y Comercializadora Norte,Electric Utilities,634580218
EDNC,Endurance Acquisition,Blank Check / SPAC,247499990
EDR,Endeavor Group Holdings,Entertainment,6833504238
EDRY,EuroDry,Marine,53837132
EDSA,Edesa Biotech,Biotechnology,31388466
EDTK,Skillful Craftsman Education Technology,Education & Training Services,14900000
EDTX,EdtechX Holdings Acquisition II,Blank Check / SPAC,147056239
EDU,New Oriental Education & Technology Group,Diversified Consumer Services,4628275185
EDUC,Educational Development,Distributors,29141114
EEFT,Euronet Worldwide,IT Services,5000264120
EEIQ,Elite Education Group International,Diversified Consumer Services,19881540
EEX,Emerald Holding,Media,278536702
EFC,Ellington Financial,Mortgage Real Estate Investment Trust...,936540789
EFOI,Energy Focus,Electrical Equipment,5636090
EFSC,Enterprise Financial Services,Banks,1770908663
EFTR,eFFECTOR Therapeutics,Biotechnology,31313445
EFX,Equifax,Professional Services,26719920000
EGAN,eGain,Software,301979392
EGBN,Eagle Bancorp,Banks,1582565596
EGGF,EG Acquisition,Blank Check / SPAC,275062490
EGHT,"8x8, Inc.",Software,610621885
EGIO,Edgio,Software-Infrastructure,786572479
EGLE,Eagle Bulk Shipping,Marine,754116748
EGLX,Enthusiast Gaming Holdings,Internet Content & Information,288177759
EGO,Eldorado Gold,Metals & Mining,1167234429
EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,7599216495
EGRX,Eagle Pharmaceuticals,Biotechnology,453840840
EGY,VAALCO Energy,"Oil, Gas & Consumable Fuels",311108699
EH,EHang Holdings,Aerospace & Defense,442705692
EHC,Encompass Health,Health Care Providers & Services,5275241447
EHTH,eHealth,Insurance,215877024
EIG,Employers Holdings,Insurance,1084108537
EIGR,Eiger BioPharmaceuticals,Biotechnology,392623550
EIX,Edison International,Electric Utilities,26318807034
EJH,E-Home Household Service Holdings,Personal Services,12216712
EKSO,Ekso Bionics Holdings,Health Care Equipment & Supplies,28528254
EL,The Estee Lauder Companies,Personal Products,96612335460
ELA,Envela,Specialty Retail,217281513
ELAN,Elanco Animal Health,Pharmaceuticals,9278410745
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,119059962
ELDN,Eledon Pharmaceuticals,Biotechnology,47736096
ELEV,Elevation Oncology,Biotechnology,29359134
ELF,e.l.f. Beauty,Personal Products,1944286717
ELLO,Ellomay Capital,Independent Power and Renewable Elect...,356182568
ELMD,Electromed,Health Care Equipment & Supplies,79426663
ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,23786277
ELP,Companhia Paranaense de Energia,Electric Utilities,18307518463
ELS,Equity LifeStyle Properties,Equity Real Estate Investment Trusts ...,14793795530
ELSE,Electro-Sensors,"Electronic Equipment, Instruments & C...",20111842
ELTK,Eltek,"Electronic Equipment, Instruments & C...",24978133
ELV,Elevance Health,Health Care Providers & Services,1.14507E+11
ELVT,Elevate Credit,Consumer Finance,70840599
ELY,Callaway Golf Company,Leisure Products,4438175231
ELYM,Eliem Therapeutics,Biotechnology,78109038
ELYS,Elys Game Technology,Gambling,17770950
EM,Smart Share Global,Personal Services,287145247
EMAN,eMagin,Semiconductors & Semiconductor Equipment,65344779
EMBK,Embark Technology,Software-Application,266283263
EMCF,Emclaire Financial,Banks,92313303
EMCG,Embrace Change Acquisition,Blank Check / SPAC,94159754
EME,EMCOR Group,Construction & Engineering,5837410288
EMKR,EMCORE,Communications Equipment,97254238
EML,The Eastern Company,Machinery,134912372
EMN,Eastman Chemical Company,Chemicals,12180196322
EMR,Emerson Electric Company,Electrical Equipment,51732832188
EMX,EMX Royalty,Metals & Mining,224235149
ENB,Enbridge,"Oil, Gas & Consumable Fuels",89657696240
ENCP,Energem,Blank Check / SPAC,132605807
ENER,Accretion Acquisition,Blank Check / SPAC,257090559
